freq_A,freq_B,freq_C,freq_D,freq_E,freq_F,freq_G,freq_H,freq_I,freq_J,freq_K,freq_L,freq_M,freq_N,freq_O,freq_P,freq_Q,freq_R,freq_S,freq_T,freq_U,freq_V,freq_W,freq_X,freq_Y,freq_Z,index_of_coincidence,entropy_normalized,chi_squared_inv,freq_match_cosine,max_letter_freq,freq_std,distinct_letters,bigram_score,trigram_score,est_key_length,top_freq_ratio,mean_freq,high_freq_proportion,bigram_variety,ic_at_kl2,ic_at_kl3,ic_at_kl5,max_ic_over_kl1_10,ic_variance_kl1_10,ic_improvement,ic_flatness,kl_at_max_ic,label
0.09885931558935361,0.022813688212927757,0.022813688212927757,0.049429657794676805,0.08365019011406843,0.03802281368821293,0.026615969581749048,0.04182509505703422,0.08745247148288973,0.0,0.0038022813688212928,0.026615969581749048,0.026615969581749048,0.08745247148288973,0.07984790874524715,0.022813688212927757,0.0,0.045627376425855515,0.053231939163498096,0.09505703422053231,0.03802281368821293,0.0,0.022813688212927757,0.0076045627376425855,0.019011406844106463,0.0,0.06054625141497112,0.8849379233660805,0.7467514700128576,0.9653730637193676,0.09885931558935361,0.03141336097326131,0.8461538461538461,0.720355136879574,0.5255047445529631,0.45,0.10400000000000001,0.038461538461538464,0.23076923076923078,0.549618320610687,0.06122706809729711,0.062355714320429634,0.058211673638976634,0.07020616675789089,0.013541249041239923,0.48299576714598835,0.9691963604503131,0.9,Caesar
0.0,0.07348242811501597,0.006389776357827476,0.03194888178913738,0.02875399361022364,0.12140575079872204,0.01597444089456869,0.019169329073482427,0.02875399361022364,0.08945686900958466,0.0,0.01597444089456869,0.04153354632587859,0.02875399361022364,0.10543130990415335,0.0670926517571885,0.012779552715654952,0.003194888178913738,0.07028753993610223,0.07987220447284345,0.08626198083067092,0.02875399361022364,0.006389776357827476,0.025559105431309903,0.003194888178913738,0.009584664536741214,0.06748177275333825,0.8703495530511451,0.5650953355839903,0.5919795425741035,0.12140575079872204,0.03508206080729302,0.9230769230769231,0.34572159705467254,0.4047111720299585,0.45,0.11515151515151516,0.03846153846153846,0.19230769230769232,0.5064102564102564,0.06731072160494803,0.06777564398923623,0.07007294368478927,0.07368279569892473,0.004743770711763896,0.31005114727932426,0.8979362015553041,1.0,Caesar
0.006944444444444444,0.0,0.0763888888888889,0.013888888888888888,0.04513888888888889,0.04861111111111111,0.14583333333333334,0.020833333333333332,0.010416666666666666,0.04861111111111111,0.0798611111111111,0.0,0.0,0.05555555555555555,0.04513888888888889,0.0625,0.0763888888888889,0.006944444444444444,0.0,0.04513888888888889,0.059027777777777776,0.10069444444444445,0.017361111111111112,0.017361111111111112,0.017361111111111112,0.0,0.0692750677506775,0.8559782169275914,0.5547974134475223,0.46486740020568496,0.14583333333333334,0.036186064615705005,0.8076923076923077,0.32776879179524687,0.404711172029959,0.3,0.14482758620689656,0.038461538461538464,0.11538461538461539,0.4878048780487805,0.0675990675990676,0.06812865497076023,0.06988592170080374,0.07531298904538342,0.006907567154266754,0.30189606473529573,0.970853434510945,0.4,Caesar
0.0,0.008547008547008548,0.0,0.07692307692307693,0.017094017094017096,0.008547008547008548,0.017094017094017096,0.13675213675213677,0.03418803418803419,0.017094017094017096,0.07692307692307693,0.03418803418803419,0.0,0.008547008547008548,0.017094017094017096,0.02564102564102564,0.05982905982905983,0.1111111111111111,0.017094017094017096,0.0,0.09401709401709402,0.05982905982905983,0.1282051282051282,0.017094017094017096,0.008547008547008548,0.02564102564102564,0.07309165929855585,0.8386166772979065,0.5986638910399191,0.4856848650508793,0.13675213675213677,0.0404553002837634,0.8461538461538461,0.3633097952855901,0.4047111720299646,0.2,0.10666666666666669,0.038461538461538464,0.15384615384615385,0.6982758620689655,0.07102135818798896,0.07197480881691408,0.07167325428194994,0.08121212121212121,0.025995977970577035,0.4060230956782679,0.7957640997205011,1.0,Caesar
0.0,0.0,0.022222222222222223,0.0,0.1,0.011111111111111112,0.05555555555555555,0.03333333333333333,0.1111111111111111,0.022222222222222223,0.022222222222222223,0.044444444444444446,0.06666666666666667,0.0,0.0,0.03333333333333333,0.0,0.05555555555555555,0.05555555555555555,0.011111111111111112,0.0,0.05555555555555555,0.1111111111111111,0.1111111111111111,0.044444444444444446,0.03333333333333333,0.062421972534332085,0.8459412141576119,0.5920767939252685,0.5904329461454105,0.1111111111111111,0.03636247416441478,0.7307692307692307,0.42114373783244946,0.4047111720299633,0.2,0.1,0.03846153846153846,0.15384615384615385,0.7415730337078652,0.06313131313131314,0.0574712643678161,0.07058823529411765,0.07222222222222222,0.03785952366379246,0.4900124843945065,0.9634595586265947,1.0,Caesar
0.0136986301369863,0.0136986301369863,0.0,0.0136986301369863,0.0,0.10273972602739725,0.00684931506849315,0.0273972602739726,0.04794520547945205,0.11643835616438356,0.0410958904109589,0.00684931506849315,0.06164383561643835,0.07534246575342465,0.0,0.0,0.0547945205479452,0.0,0.0684931506849315,0.0684931506849315,0.03424657534246575,0.0,0.0410958904109589,0.07534246575342465,0.10273972602739725,0.0273972602739726,0.06480869154463864,0.8504956880280072,0.5601683480098388,0.4589677594607369,0.11643835616438356,0.03549245477997743,0.7692307692307693,0.3454669732766843,0.4047111720299652,0.5,0.11333333333333333,0.03846153846153846,0.11538461538461539,0.6206896551724138,0.062214611872146115,0.06836493462633281,0.07297208538587849,0.07483660130718955,0.02227073715468661,0.5013954881275456,0.8613618522086645,0.9,Caesar
0.013333333333333334,0.013333333333333334,0.0,0.0,0.0,0.0,0.08,0.0,0.02666666666666667,0.04,0.17333333333333334,0.013333333333333334,0.0,0.05333333333333334,0.08,0.0,0.013333333333333334,0.06666666666666667,0.013333333333333334,0.06666666666666667,0.09333333333333334,0.04,0.0,0.02666666666666667,0.08,0.10666666666666667,0.07423423423423424,0.8060120246030797,0.5753589013736475,0.4229165626501421,0.17333333333333334,0.04301888642312964,0.6923076923076923,0.37478662909213095,0.4150324202672688,0.1,0.1625,0.038461538461538464,0.23076923076923078,0.7972972972972973,0.06938517464833255,0.09333333333333334,0.05904761904761905,0.10934744268077601,0.3273960428371685,1.0,0.952444957282011,0.9,Caesar
0.1095890410958904,0.0228310502283105,0.0182648401826484,0.0136986301369863,0.0,0.0273972602739726,0.0045662100456621,0.091324200913242,0.0136986301369863,0.0410958904109589,0.0319634703196347,0.1232876712328767,0.0182648401826484,0.0136986301369863,0.045662100456621,0.0684931506849315,0.0,0.0,0.0547945205479452,0.0228310502283105,0.0730593607305936,0.0639269406392694,0.0136986301369863,0.0045662100456621,0.0730593607305936,0.0502283105022831,0.06430396715680115,0.8759409967349955,0.5841186722121475,0.5815162843429479,0.1232876712328767,0.03403336220653847,0.8846153846153846,0.36383904754774427,0.4119197814467069,0.5,0.1125,0.038461538461538464,0.11538461538461539,0.5642201834862385,0.0630509992895314,0.06430745814307458,0.0662136313299104,0.07069892473118279,0.0067394699600165225,0.3197478787190823,0.975475726418371,0.7,Caesar
0.05687203791469194,0.11848341232227488,0.018957345971563982,0.02843601895734597,0.02843601895734597,0.004739336492890996,0.018957345971563982,0.004739336492890996,0.05687203791469194,0.009478672985781991,0.03317535545023697,0.009478672985781991,0.15165876777251186,0.023696682464454975,0.014218009478672985,0.05687203791469194,0.10900473933649289,0.0,0.0,0.037914691943127965,0.023696682464454975,0.07109004739336493,0.04265402843601896,0.018957345971563982,0.0,0.061611374407582936,0.07167682238772285,0.8611389018238813,0.5451287763545447,0.4325152171843791,0.15165876777251186,0.03803587367363706,0.8846153846153846,0.3364342419451808,0.40471117202996126,0.35,0.128,0.03846153846153846,0.11538461538461539,0.5952380952380952,0.07114866265809662,0.07190194305932211,0.06949193744429139,0.07463429816370994,0.010457244000919443,0.14787378879935406,0.9002611939709133,0.6,Caesar
0.059574468085106386,0.07234042553191489,0.09361702127659574,0.02553191489361702,0.01276595744680851,0.02553191489361702,0.00851063829787234,0.02127659574468085,0.0,0.09787234042553192,0.01276595744680851,0.0425531914893617,0.03829787234042553,0.13617021276595745,0.01702127659574468,0.01276595744680851,0.04680851063829787,0.06382978723404255,0.0,0.00851063829787234,0.03404255319148936,0.02553191489361702,0.06808510638297872,0.05106382978723404,0.01702127659574468,0.00851063829787234,0.06332060374613566,0.889200044855584,0.5600565809024446,0.5232468022664845,0.13617021276595745,0.03330796570000488,0.9230769230769231,0.360529245706768,0.4047111720299604,0.2,0.1391304347826087,0.038461538461538464,0.11538461538461539,0.5897435897435898,0.06193084466024268,0.0612439599781372,0.06382978723404256,0.06397971843694567,0.004005058261594925,0.032955734540500436,0.8710369247087806,0.4,Caesar
